contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-PC1_NODE_5179_length_12231_cov_7.067385	12231	No	NA	11	2	0	Low-quality	Genome-fragment	8.26	0	1	temperate
V-PB1_NODE_1774_length_14528_cov_4.714760	14528	No	NA	21	1	0	Low-quality	Genome-fragment	22.77	0	1	virulent
V-PA2_NODE_3071_length_10478_cov_4.207192	10478	No	NA	16	1	0	Low-quality	Genome-fragment	15.54	0	1	virulent
V-PA1_NODE_802_length_26301_cov_4.166260	26301	No	NA	40	5	0	Low-quality	Genome-fragment	11.56	0	1	virulent
V-CB1_NODE_1713_length_14522_cov_4.271651	14522	No	NA	16	5	0	Low-quality	Genome-fragment	24.28	0	1	virulent
V-PC4_NODE_3571_length_12387_cov_7.111698	12387	No	NA	18	3	0	Low-quality	Genome-fragment	29.02	0	1	-
V-PC1_NODE_3227_length_17490_cov_9.460059	17490	No	NA	26	2	0	Low-quality	Genome-fragment	35.78	0	1	temperate
V-PC1_NODE_2889_length_18923_cov_5.796137	18923	No	NA	28	3	0	Low-quality	Genome-fragment	40.58	0	1	-
V-PC4_NODE_923_length_39811_cov_12.635073	39811	No	NA	60	7	1	Low-quality	Genome-fragment	42.07	0	1	temperate
V-CA2_NODE_1307_length_18269_cov_8.220976	18269	No	NA	25	5	0	Low-quality	Genome-fragment	29.89	0	1	temperate
V-PA2_NODE_1098_length_23610_cov_4.822505	23610	No	NA	29	6	2	Low-quality	Genome-fragment	39.56	0	1	temperate
V-CA3_NODE_362_length_45327_cov_25.891403	45327	No	NA	80	4	2	Medium-quality	Genome-fragment	86.1	0	1	temperate
V-CB3_NODE_55_length_66455_cov_14.219817	66455	No	NA	108	10	5	High-quality	High-quality	100	0	1	virulent
V-PB3_NODE_680_length_38743_cov_6.783789	38743	No	NA	49	10	0	Medium-quality	Genome-fragment	76.3	0	1	temperate
V-CB1_NODE_710_length_26201_cov_44.215817	26201	No	NA	56	5	1	Medium-quality	Genome-fragment	77.03	0	1	temperate
V-CC2_NODE_632_length_36440_cov_17.751176	36440	No	NA	60	13	0	Low-quality	Genome-fragment	47.72	0	1	virulent
V-CC1_NODE_1311_length_18934_cov_4.876332	18934	No	NA	23	8	0	Low-quality	Genome-fragment	27.12	0	1	virulent
V-PC2_NODE_2023_length_14769_cov_8.664375	14769	No	NA	17	1	0	Low-quality	Genome-fragment	19.54	0	1	-
V-PC2_NODE_1566_length_17502_cov_5.137331	17502	No	NA	31	3	1	Low-quality	Genome-fragment	17.05	0	1	virulent
V-CB4_NODE_2751_length_14315_cov_21.991221	14315	No	NA	24	8	0	Low-quality	Genome-fragment	28.69	0	1	virulent
V-PC1_NODE_3358_length_17022_cov_7.181765	17022	No	NA	24	2	0	Low-quality	Genome-fragment	19.34	0	1	virulent
V-CA4_NODE_2039_length_15760_cov_3.294459	15760	No	NA	31	5	1	Low-quality	Genome-fragment	21.42	0	1	temperate
V-CC4_NODE_1257_length_18168_cov_13.251562	18168	No	NA	35	1	0	Low-quality	Genome-fragment	10.86	0	1	-
V-CA3_NODE_201_length_58070_cov_8.143586	58070	No	NA	89	17	0	High-quality	High-quality	100	0	1	virulent
V-PA3_NODE_534_length_42369_cov_30.915823	42369	No	NA	64	2	1	Complete	High-quality	100	0	1	-
V-PC1_NODE_1929_length_25824_cov_11.452402	25824	No	NA	26	2	0	Low-quality	Genome-fragment	46.9	0	1	-
V-PB1_NODE_499_length_37373_cov_11.201174	37373	No	NA	67	15	2	Medium-quality	Genome-fragment	68.39	0	1	virulent
V-PC1_NODE_1628_length_29536_cov_8.695848	29536	No	NA	35	4	0	Low-quality	Genome-fragment	34.23	0	1	-
V-CA4_NODE_2620_length_13111_cov_3.966856	13111	No	NA	20	3	0	Low-quality	Genome-fragment	19.68	0	1	temperate
V-PC3_NODE_1952_length_18289_cov_7.424281	18289	No	NA	28	9	2	Low-quality	Genome-fragment	40.51	0	1	virulent
V-PC1_NODE_1902_length_26082_cov_6.941896	26082	No	NA	29	1	0	Low-quality	Genome-fragment	25.65	0	1	-
V-PA1_NODE_889_length_23726_cov_18.902195	23726	No	NA	38	3	1	Low-quality	Genome-fragment	28.32	0	1	temperate
V-CC4_NODE_164_length_51502_cov_20.763500	51502	No	NA	78	35	0	High-quality	High-quality	100	0	1	temperate
V-PC3_NODE_835_length_37316_cov_15.051237	37316	No	NA	58	21	0	Complete	High-quality	100	0	1	virulent
V-PB1_NODE_829_length_25192_cov_55.569819	25192	No	NA	27	4	0	Low-quality	Genome-fragment	34.21	0	1	temperate
V-PB1_NODE_970_length_22328_cov_13.685273	22328	No	NA	45	9	0	Low-quality	Genome-fragment	42.77	0	1	temperate
V-CA1_NODE_1366_length_18563_cov_4.246944	18563	No	NA	23	1	0	Low-quality	Genome-fragment	38.05	0	1	temperate
V-CA4_NODE_2903_length_12173_cov_7.421462	12173	No	NA	28	4	0	Complete	High-quality	100	0	1	temperate
V-PA1_NODE_964_length_22232_cov_20.996299	22232	No	NA	38	2	1	Low-quality	Genome-fragment	41.5	0	1	virulent
V-CB4_NODE_713_length_43591_cov_35.655398	43591	No	NA	63	7	2	Medium-quality	Genome-fragment	58.91	0	1	virulent
V-PC4_NODE_534_length_48137_cov_30.142301	48137	No	NA	85	6	0	Medium-quality	Genome-fragment	88.99	0	1	virulent
V-CC1_NODE_3022_length_10908_cov_12.592743	10908	No	NA	17	2	0	Low-quality	Genome-fragment	6.41	0	1	virulent
V-PB1_NODE_1199_length_19090_cov_5.379109	19090	No	NA	34	2	0	Low-quality	Genome-fragment	37.94	0	1	virulent
V-PA2_NODE_2717_length_11557_cov_6.727352	11557	No	NA	15	3	0	Low-quality	Genome-fragment	15.2	0	1	-
V-CC2_NODE_162_length_55334_cov_39.114574	55334	No	NA	86	12	1	Medium-quality	Genome-fragment	68.56	0	1	virulent
V-PA2_NODE_511_length_41135_cov_37.733913	41135	No	NA	60	6	1	Medium-quality	Genome-fragment	57.07	0	1	virulent
V-CC2_NODE_157_length_55635_cov_36.009936	55635	No	NA	80	7	3	Medium-quality	Genome-fragment	54.42	0	1	virulent
V-PC4_NODE_4041_length_11019_cov_4.360903	11019	No	NA	16	2	0	Low-quality	Genome-fragment	6.15	0	1	-
V-CB1_NODE_1005_length_20782_cov_3.960348	20782	No	NA	26	8	0	Low-quality	Genome-fragment	43.53	0	1	virulent
V-PB4_NODE_1321_length_15269_cov_14.498289	15269	No	NA	33	5	0	Low-quality	Genome-fragment	24.79	0	1	temperate
V-CB3_NODE_305_length_40716_cov_20.441128	40716	No	NA	59	9	1	Medium-quality	Genome-fragment	69.41	0	1	temperate
V-PC1_NODE_282_length_68496_cov_19.274646	68496	No	NA	107	5	0	Complete	High-quality	100	0	1	virulent
V-PB2_NODE_543_length_37132_cov_7.078127	37132	No	NA	54	21	0	High-quality	High-quality	99.13	0	1	virulent
V-CC4_NODE_465_length_38237_cov_35.697484	38237	No	NA	81	16	0	Complete	High-quality	100	0	1	virulent
V-CB4_NODE_4003_length_10313_cov_4.983490	10313	No	NA	14	3	0	Low-quality	Genome-fragment	15.81	0	1	temperate
V-PC2_NODE_2783_length_11798_cov_4.795069	11798	No	NA	34	8	0	Low-quality	Genome-fragment	10.93	0	1	virulent
V-PC3_NODE_358_length_50645_cov_19.176515	50645	No	NA	63	6	1	Medium-quality	Genome-fragment	52.3	0	1	temperate
V-PA2_NODE_1979_length_14746_cov_4.036403	14746	No	NA	19	4	0	Low-quality	Genome-fragment	14.9	0	1	-
V-PB2_NODE_985_length_21247_cov_4.496977	21247	No	NA	30	6	3	Low-quality	Genome-fragment	28.83	0	1	virulent
V-PA1_NODE_242_length_46369_cov_56.975957	46369	No	NA	58	8	0	Medium-quality	Genome-fragment	86.24	0	1	virulent
V-PC1_NODE_2121_length_24121_cov_64.713151	24121	No	NA	48	6	0	Low-quality	Genome-fragment	36.92	0	1	virulent
V-PC1_NODE_4676_length_13261_cov_8.673240	13261	No	NA	5	2	1	Low-quality	Genome-fragment	15.81	0	1	-
V-CA2_NODE_1704_length_15021_cov_42.779912	15021	No	NA	26	3	1	Low-quality	Genome-fragment	28.88	0	1	virulent
V-PA1_NODE_438_length_39264_cov_5.228443	39264	No	NA	62	8	4	Medium-quality	Genome-fragment	67.79	0	1	virulent
V-PC2_NODE_52_length_63662_cov_15.236565	63662	No	NA	105	8	0	Complete	High-quality	100	0	1	virulent
V-PC3_NODE_1133_length_30457_cov_7.638282	30457	No	NA	35	4	0	Complete	High-quality	100	0	1	virulent
V-CB1_NODE_1114_length_19353_cov_4.280816	19353	No	NA	16	1	0	Low-quality	Genome-fragment	8.97	0	1	-
V-PC3_NODE_1449_length_24530_cov_15.353494	24530	No	NA	22	5	0	Low-quality	Genome-fragment	33.98	0	1	virulent
V-CA2_NODE_178_length_52495_cov_7.287172	52495	No	NA	84	9	4	Low-quality	Genome-fragment	31.04	0	1	virulent
V-PB4_NODE_31_length_98873_cov_10.259241	98873	No	NA	133	16	5	Complete	High-quality	100	0	1	virulent
V-CA4_NODE_2737_length_12763_cov_7.975879	12763	No	NA	27	1	1	Low-quality	Genome-fragment	8.79	0	1	virulent
V-CC3_NODE_977_length_24245_cov_6.111387	24245	No	NA	39	8	0	Low-quality	Genome-fragment	34.11	0	1	virulent
V-PC1_NODE_1559_length_30604_cov_70.062109	30604	No	NA	49	13	0	Complete	High-quality	100	0	1	virulent
V-PB2_NODE_1473_length_15129_cov_9.648153	15129	No	NA	36	7	0	Low-quality	Genome-fragment	35.3	0	1	temperate
V-PB1_NODE_103_length_61793_cov_7.906912	61793	No	NA	93	10	0	Medium-quality	Genome-fragment	53.57	0	1	virulent
V-PC1_NODE_4199_length_14344_cov_83.193734	14344	No	NA	19	12	0	Low-quality	Genome-fragment	30.48	0	1	virulent
V-CC4_NODE_1877_length_13741_cov_5.892564	13741	No	NA	23	1	2	Low-quality	Genome-fragment	9.79	0	1	virulent
V-PB3_NODE_786_length_34094_cov_12.453626	34094	No	NA	50	10	0	Complete	High-quality	100	0	1	virulent
V-CC4_NODE_914_length_23698_cov_7.181872	23698	No	NA	44	6	1	Medium-quality	Genome-fragment	50.64	0	1	virulent
V-CC3_NODE_1909_length_14549_cov_4.320826	14549	No	NA	22	2	1	Low-quality	Genome-fragment	39.34	0	1	virulent
V-CC1_NODE_2568_length_12190_cov_15.890779	12190	No	NA	19	4	1	Low-quality	Genome-fragment	15.6	0	1	temperate
V-PA2_NODE_2242_length_13403_cov_53.580669	13403	No	NA	19	2	0	Low-quality	Genome-fragment	15.39	0	1	virulent
V-PB1_NODE_1386_length_17088_cov_3.732173	17088	No	NA	17	2	0	Low-quality	Genome-fragment	9.97	0	1	-
V-CC3_NODE_633_length_34015_cov_6.784872	34015	No	NA	52	14	1	High-quality	High-quality	96.37	0	1	temperate
V-PC4_NODE_3098_length_14074_cov_6.495249	14074	No	NA	16	1	0	Low-quality	Genome-fragment	20.81	0	1	temperate
V-PC3_NODE_3124_length_12286_cov_10.353755	12286	No	NA	13	4	0	Low-quality	Genome-fragment	9.75	0	1	virulent
V-CC3_NODE_614_length_34858_cov_16.456312	34858	No	NA	45	9	1	Low-quality	Genome-fragment	39.01	0	1	temperate
V-CC2_NODE_318_length_44377_cov_20.967720	44377	No	NA	65	11	0	High-quality	High-quality	95.12	0	1	virulent
V-PB1_NODE_1700_length_14896_cov_4.462379	14896	No	NA	16	1	0	Low-quality	Genome-fragment	31.15	0	1	virulent
V-PC4_NODE_2498_length_17196_cov_7.710556	17196	No	NA	31	4	0	Low-quality	Genome-fragment	33.69	0	1	virulent
V-PB2_NODE_707_length_29437_cov_1604.349285	29437	No	NA	34	3	0	Low-quality	Genome-fragment	30.73	0	1	temperate
V-CC3_NODE_1122_length_21698_cov_8.415892	21698	No	NA	31	16	0	Low-quality	Genome-fragment	43.7	0	1	temperate
V-PA2_NODE_2249_length_13382_cov_4.907178	13382	No	NA	25	2	1	Low-quality	Genome-fragment	16.25	0	1	virulent
V-CA4_NODE_1765_length_17587_cov_4.071788	17587	No	NA	26	12	0	Low-quality	Genome-fragment	35.72	0	1	virulent
V-CC4_NODE_1480_length_16122_cov_9.728077	16122	No	NA	18	3	0	Low-quality	Genome-fragment	30.25	0	1	-
V-CB4_NODE_2308_length_16874_cov_6.695005	16874	No	NA	40	4	1	Low-quality	Genome-fragment	25.17	0	1	temperate
V-PB1_NODE_2328_length_12077_cov_7.551250	12077	No	NA	23	2	0	Low-quality	Genome-fragment	14.86	0	1	temperate
V-PA4_NODE_227_length_49446_cov_12.494521	49446	No	NA	77	9	0	Medium-quality	Genome-fragment	55.99	0	1	virulent
V-CA2_NODE_515_length_39788_cov_12.986956	39788	No	NA	49	8	3	Medium-quality	Genome-fragment	67.85	0	1	virulent
V-PC4_NODE_120_length_96262_cov_33.055768	96262	No	NA	150	16	5	Medium-quality	Genome-fragment	89.34	0	1	temperate
V-PC1_NODE_5156_length_12282_cov_5.764277	12282	No	NA	13	1	0	Low-quality	Genome-fragment	8.46	0	1	-
V-CA2_NODE_1049_length_22137_cov_4.667044	22137	No	NA	32	4	0	Low-quality	Genome-fragment	45.77	0	1	temperate
V-PC2_NODE_2404_length_13056_cov_11.002774	13056	No	NA	28	1	0	Low-quality	Genome-fragment	4.96	0	1	-
V-PA3_NODE_1489_length_17784_cov_8.251313	17784	No	NA	35	2	0	Low-quality	Genome-fragment	25.77	0	1	temperate
V-PC2_NODE_2633_length_12316_cov_14.335648	12316	No	NA	28	1	0	Low-quality	Genome-fragment	15.24	0	1	temperate
V-CC1_NODE_667_length_29589_cov_13.666509	29589	No	NA	36	2	0	Medium-quality	Genome-fragment	62.88	0	1	virulent
V-PC3_NODE_2402_length_15269_cov_11.366114	15269	No	NA	24	8	0	Low-quality	Genome-fragment	27.32	0	1	temperate
V-CB2_NODE_131_length_56930_cov_7.490634	56930	No	NA	91	1	1	Low-quality	Genome-fragment	19.05	0	1	virulent
V-CA4_NODE_970_length_29776_cov_10.926967	29776	No	NA	56	3	0	Low-quality	Genome-fragment	25.86	0	1	temperate
V-PC2_NODE_477_length_38792_cov_11.291696	38792	No	NA	63	17	0	Medium-quality	Genome-fragment	51.93	0	1	temperate
V-CA1_NODE_2040_length_14254_cov_4.096494	14254	No	NA	22	6	1	Low-quality	Genome-fragment	28.12	0	1	temperate
V-PC2_NODE_443_length_39654_cov_6.360487	39654	No	NA	61	5	4	High-quality	High-quality	100	0	1	virulent
V-PA3_NODE_2595_length_10861_cov_7.739151	10861	No	NA	21	4	0	Low-quality	Genome-fragment	29.12	0	1	virulent
V-CB4_NODE_577_length_46221_cov_9.512873	46221	No	NA	89	15	6	Medium-quality	Genome-fragment	53.82	0	1	virulent
V-PA1_NODE_1968_length_13398_cov_4.219653	13398	No	NA	21	2	0	Low-quality	Genome-fragment	31.09	0	1	temperate
V-CB1_NODE_2937_length_10208_cov_6.254861	10208	No	NA	20	3	0	Low-quality	Genome-fragment	22.16	0	1	virulent
V-PC3_NODE_1261_length_27868_cov_9.459213	27868	No	NA	55	4	0	Low-quality	Genome-fragment	25.15	0	1	temperate
V-PC1_NODE_4929_length_12756_cov_13.858506	12756	No	NA	16	2	0	Low-quality	Genome-fragment	26.41	0	1	virulent
V-CB3_NODE_1535_length_11496_cov_4.823014	11496	No	NA	20	4	0	Low-quality	Genome-fragment	13	0	1	virulent
V-PC4_NODE_410_length_53792_cov_11.696993	53792	No	NA	80	8	1	Medium-quality	Genome-fragment	67.58	0	1	temperate
V-CA4_NODE_1196_length_24626_cov_8.381075	24626	No	NA	41	2	0	Medium-quality	Genome-fragment	50.56	0	1	-
V-CA4_NODE_2565_length_13326_cov_3.760435	13326	No	NA	18	1	0	Low-quality	Genome-fragment	6.74	0	1	virulent
V-CC3_NODE_291_length_44166_cov_18.495657	44166	No	NA	78	11	0	High-quality	High-quality	100	0	1	virulent
V-PC4_NODE_1896_length_22300_cov_8.562120	22300	No	NA	29	4	1	Medium-quality	Genome-fragment	68.69	0	1	-
V-PC2_NODE_422_length_40095_cov_9.821081	40095	No	NA	47	12	0	Medium-quality	Genome-fragment	66.96	0	1	virulent
V-CB1_NODE_269_length_43379_cov_5.047596	43379	No	NA	61	3	0	High-quality	High-quality	100	0	1	virulent
V-CB1_NODE_1941_length_13438_cov_7.635656	13438	No	NA	12	1	0	Low-quality	Genome-fragment	7.27	0	1	virulent
V-CA4_NODE_2081_length_15527_cov_5.151521	15527	No	NA	22	6	0	Low-quality	Genome-fragment	38.75	0	1	virulent
V-PB1_NODE_1330_length_17535_cov_6.155344	17535	No	NA	23	3	0	Low-quality	Genome-fragment	31.12	0	1	-
V-CB1_NODE_1223_length_18000_cov_17.611728	18000	No	NA	25	4	2	Low-quality	Genome-fragment	33.76	0	1	virulent
V-PC1_NODE_4549_length_13516_cov_6.474738	13516	No	NA	24	4	0	Low-quality	Genome-fragment	13.29	0	1	temperate
V-PC1_NODE_6288_length_10531_cov_8.666730	10531	No	NA	17	2	1	Low-quality	Genome-fragment	27.16	0	1	temperate
V-PC3_NODE_2263_length_16098_cov_41.192060	16098	No	NA	18	2	0	Low-quality	Genome-fragment	32.79	0	1	temperate
V-PC4_NODE_2085_length_20496_cov_11.375386	20496	No	NA	27	10	0	Low-quality	Genome-fragment	43.74	0	1	temperate
V-CC2_NODE_1782_length_15658_cov_15.192606	15658	No	NA	27	8	0	Low-quality	Genome-fragment	32.04	0	1	temperate
V-CB3_NODE_859_length_18844_cov_15.036234	18844	No	NA	23	6	2	Low-quality	Genome-fragment	35.3	0	1	temperate
V-CA2_NODE_1068_length_21753_cov_5.031510	21753	No	NA	22	5	1	Low-quality	Genome-fragment	44.34	0	1	virulent
V-CC4_NODE_1970_length_13219_cov_5.056384	13219	No	NA	13	6	0	Low-quality	Genome-fragment	19.86	0	1	virulent
V-PC4_NODE_4291_length_10410_cov_7.836350	10410	No	NA	19	5	0	Low-quality	Genome-fragment	26.47	0	1	virulent
V-PC2_NODE_1250_length_20786_cov_12.064658	20786	No	NA	38	3	0	Low-quality	Genome-fragment	29.24	0	1	virulent
V-PB2_NODE_262_length_48181_cov_19.636891	48181	No	NA	62	7	0	Medium-quality	Genome-fragment	75.33	0	1	temperate
V-PC1_NODE_2253_length_23059_cov_21.415673	23059	No	NA	31	13	0	Low-quality	Genome-fragment	34.51	0	1	temperate
V-CC2_NODE_1538_length_17517_cov_8.359002	17517	No	NA	17	4	0	Low-quality	Genome-fragment	43.2	0	1	-
V-CA4_NODE_1949_length_16289_cov_8.046879	16289	No	NA	37	3	0	Low-quality	Genome-fragment	10.56	0	1	-
V-CA2_NODE_914_length_24978_cov_96.301233	24978	No	NA	29	5	0	Medium-quality	Genome-fragment	57	0	1	virulent
V-PC2_NODE_1736_length_16396_cov_34.541148	16396	No	NA	28	8	1	Low-quality	Genome-fragment	36.52	0	1	virulent
V-CC3_NODE_166_length_49595_cov_16.670160	49595	No	NA	65	13	4	Medium-quality	Genome-fragment	71.8	0	1	virulent
V-PB1_NODE_1054_length_20945_cov_5.299358	20945	No	NA	46	5	0	Low-quality	Genome-fragment	47.4	0	1	virulent
V-PC4_NODE_299_length_61247_cov_20.649747	61247	No	NA	92	8	1	High-quality	High-quality	100	0	1	virulent
V-PC2_NODE_2969_length_11238_cov_13.365021	11238	No	NA	15	4	0	Low-quality	Genome-fragment	22.63	0	1	virulent
V-PC3_NODE_2368_length_15480_cov_5.406155	15480	No	NA	19	6	0	Low-quality	Genome-fragment	28.61	0	1	virulent
V-CA3_NODE_1578_length_15795_cov_3.636849	15795	No	NA	31	1	2	Low-quality	Genome-fragment	11.26	0	1	virulent
V-PB1_NODE_170_length_51677_cov_35.339767	51677	No	NA	73	8	2	Complete	High-quality	100	0	1	temperate
V-PC2_NODE_1421_length_18724_cov_5.736901	18724	No	NA	38	8	1	Medium-quality	Genome-fragment	56.03	0	1	temperate
V-CA1_NODE_647_length_32796_cov_18.121672	32796	No	NA	59	7	1	Low-quality	Genome-fragment	36.17	0	1	temperate
V-CB1_NODE_1367_length_16744_cov_23.474831	16744	No	NA	37	3	0	Low-quality	Genome-fragment	37.86	0	1	temperate
V-CB4_NODE_3718_length_10998_cov_5.459115	10998	No	NA	16	4	0	Low-quality	Genome-fragment	12.82	0	1	virulent
V-CA4_NODE_46_length_78872_cov_13.783489	78872	No	NA	127	28	0	High-quality	High-quality	100	0	1.95	virulent
V-PC2_NODE_784_length_30040_cov_29.596703	30040	No	NA	56	13	0	Low-quality	Genome-fragment	47.46	0	1	temperate
V-CC3_NODE_2169_length_13354_cov_9.660842	13354	No	NA	24	1	1	Low-quality	Genome-fragment	18.27	0	1	virulent
V-PC3_NODE_1688_length_21283_cov_8.522069	21283	No	NA	35	6	2	Low-quality	Genome-fragment	38.72	0	1	virulent
V-PA1_NODE_2312_length_12030_cov_4.888564	12030	No	NA	12	1	0	Low-quality	Genome-fragment	28.35	0	1	-
V-PC4_NODE_2148_length_20009_cov_6.807997	20009	No	NA	29	3	0	Low-quality	Genome-fragment	35.11	0	1	virulent
V-PC2_NODE_317_length_43108_cov_10.235481	43108	No	NA	57	5	0	Medium-quality	Genome-fragment	58.52	0	1	virulent
V-CB4_NODE_3493_length_11650_cov_3.961548	11650	No	NA	31	3	0	Low-quality	Genome-fragment	3.57	0	1	virulent
V-CA1_NODE_420_length_41795_cov_7.895872	41795	No	NA	60	9	2	Complete	High-quality	100	0	1	temperate
V-CA3_NODE_1477_length_16824_cov_4.891622	16824	No	NA	26	3	0	Low-quality	Genome-fragment	30.68	0	1	virulent
V-PB2_NODE_540_length_37170_cov_8.895371	37170	No	NA	62	20	0	High-quality	High-quality	98.04	0	1	temperate
V-CA3_NODE_109_length_72110_cov_19.732650	72110	No	NA	95	11	1	Medium-quality	Genome-fragment	83.99	0	1	virulent
V-PA1_NODE_2611_length_11087_cov_4.213351	11087	No	NA	13	3	0	Low-quality	Genome-fragment	13.94	0	1	virulent
V-CB4_NODE_1258_length_31092_cov_15.274351	31092	No	NA	36	1	1	Low-quality	Genome-fragment	42.43	0	1	virulent
V-CC2_NODE_2196_length_13744_cov_14.107339	13744	No	NA	18	8	0	Low-quality	Genome-fragment	20.97	0	1	temperate
V-PA1_NODE_2906_length_10331_cov_4.583577	10331	No	NA	12	1	0	Low-quality	Genome-fragment	14.66	0	1	-
V-CA3_NODE_1764_length_14544_cov_10.009193	14544	No	NA	22	5	2	Low-quality	Genome-fragment	35.03	0	1	temperate
V-PC1_NODE_3765_length_15567_cov_40.186766	15567	No	NA	25	3	0	Low-quality	Genome-fragment	38.14	0	1	temperate
V-CA4_NODE_2524_length_13501_cov_5.059595	13501	No	NA	17	3	0	Low-quality	Genome-fragment	34.69	0	1	temperate
V-PC4_NODE_3130_length_13939_cov_13.637137	13939	No	NA	20	7	0	Low-quality	Genome-fragment	19.76	0	1	temperate
V-PA1_NODE_804_length_26273_cov_25.318369	26273	No	NA	32	1	0	Low-quality	Genome-fragment	48.97	0	1	-
V-PA1_NODE_1564_length_15582_cov_14.369687	15582	No	NA	23	8	0	Low-quality	Genome-fragment	27.49	0	1	virulent
V-PB4_NODE_1580_length_13450_cov_8.407238	13450	No	NA	18	2	0	Low-quality	Genome-fragment	26.46	0	1	temperate
V-PC3_NODE_286_length_55495_cov_20.094428	55495	No	NA	91	26	0	High-quality	High-quality	91.64	0	1	virulent
V-PC2_NODE_47_length_65121_cov_34.718268	65121	No	NA	107	9	2	Medium-quality	Genome-fragment	69.35	0	1	virulent
V-CC4_NODE_2383_length_11386_cov_5.491202	11386	No	NA	20	4	0	Low-quality	Genome-fragment	18.83	0	1	temperate
V-CC4_NODE_2088_length_12643_cov_6.776619	12643	No	NA	13	4	0	Low-quality	Genome-fragment	28.13	0	1	virulent
V-PA3_NODE_1814_length_15001_cov_3.824444	15001	No	NA	27	12	0	Low-quality	Genome-fragment	24.24	0	1	virulent
V-PC3_NODE_977_length_33912_cov_9.354987	33912	No	NA	45	10	0	Low-quality	Genome-fragment	47.95	0	1	temperate
V-PA1_NODE_2614_length_11082_cov_16.507406	11082	No	NA	13	2	0	Low-quality	Genome-fragment	19.12	0	1	-
V-PC1_NODE_4593_length_13418_cov_13.098643	13418	No	NA	29	2	0	Low-quality	Genome-fragment	19.27	0	1	virulent
V-CC4_NODE_281_length_44876_cov_8.079287	44876	No	NA	74	14	0	High-quality	High-quality	100	0	1	temperate
V-CC2_NODE_2832_length_11473_cov_5.470253	11473	No	NA	31	4	0	Low-quality	Genome-fragment	11.03	0	1	virulent
V-CC3_NODE_2788_length_11140_cov_14.791015	11140	No	NA	15	10	0	Low-quality	Genome-fragment	23.12	0	1	virulent
V-CC4_NODE_966_length_22645_cov_7.351737	22645	No	NA	40	7	2	Low-quality	Genome-fragment	47.12	0	1	virulent
V-CC1_NODE_883_length_24749_cov_5.518969	24749	No	NA	37	8	2	Low-quality	Genome-fragment	38.1	0	1	temperate
V-PC4_NODE_3461_length_12729_cov_6.959532	12729	No	NA	17	7	0	Low-quality	Genome-fragment	27.37	0	1	temperate
V-PC3_NODE_2414_length_15175_cov_19.785468	15175	No	NA	18	4	1	Low-quality	Genome-fragment	25.65	0	1	temperate
V-CA1_NODE_1898_length_15065_cov_3.979984	15065	No	NA	47	1	0	Low-quality	Genome-fragment	6.94	0	1	virulent
V-PC2_NODE_1773_length_16156_cov_4.811493	16156	No	NA	20	3	0	Low-quality	Genome-fragment	24.44	0	1	virulent
V-CB3_NODE_36_length_71575_cov_10.715069	71575	No	NA	111	8	6	Medium-quality	Genome-fragment	89.07	0	1	temperate
V-PC1_NODE_670_length_47675_cov_20.976217	47675	No	NA	67	29	0	High-quality	High-quality	100	0	1	virulent
V-CB3_NODE_688_length_23264_cov_38.302411	23264	No	NA	32	1	1	Medium-quality	Genome-fragment	55.84	0	1	-
V-PC1_NODE_2687_length_19958_cov_24.123384	19958	No	NA	27	9	0	Low-quality	Genome-fragment	41.29	0	1	virulent
V-CC1_NODE_477_length_36789_cov_22.931330	36789	No	NA	64	9	1	Medium-quality	Genome-fragment	61.51	0	1	temperate
V-CC2_NODE_890_length_27635_cov_17.887147	27635	No	NA	39	7	0	Medium-quality	Genome-fragment	70.43	0	1	virulent
V-CB4_NODE_288_length_61476_cov_28.712308	61476	No	NA	88	41	0	High-quality	High-quality	100	0	1	virulent
